id,dataset_name,folding,method
tRNA_tdbR00000457-Geobacillus_stearothermophilus-1422-Val-GAC,archiveII,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 60], [11, 59], [12, 58], [13, 57], [14, 55], [15, 54], [16, 53], [17, 52], [18, 51], [19, 50], [22, 48], [23, 47], [25, 45], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [32, 38], [33, 37]]",RNAfold
tmRNA_Baci.cere._AE017194_1-355,archiveII,"[[1, 351], [2, 350], [3, 349], [4, 348], [5, 347], [6, 346], [7, 345], [11, 199], [12, 198], [13, 197], [14, 196], [15, 195], [16, 194], [17, 193], [22, 191], [23, 190], [26, 187], [27, 186], [28, 185], [29, 184], [30, 183], [31, 182], [34, 181], [35, 180], [36, 179], [37, 178], [38, 177], [39, 176], [40, 72], [41, 71], [42, 70], [43, 66], [44, 65], [45, 64], [46, 63], [47, 62], [48, 60], [49, 59], [50, 58], [51, 57], [79, 91], [80, 90], [81, 89], [108, 132], [109, 131], [110, 130], [111, 129], [112, 128], [113, 127], [115, 126], [116, 125], [117, 124], [133, 170], [134, 169], [135, 168], [136, 167], [137, 166], [138, 165], [139, 162], [140, 161], [141, 160], [142, 159], [143, 157], [144, 156], [145, 155], [146, 154], [202, 232], [203, 231], [204, 230], [205, 229], [206, 228], [208, 227], [235, 271], [236, 270], [237, 269], [238, 268], [239, 266], [240, 265], [241, 264], [245, 260], [246, 259], [247, 258], [248, 257], [249, 256], [250, 255], [278, 325], [279, 324], [280, 323], [281, 322], [283, 319], [284, 318], [285, 317], [286, 316], [287, 315], [288, 314], [290, 301], [291, 300], [292, 299], [293, 298], [304, 313], [305, 312], [328, 344], [329, 343], [330, 342], [331, 341], [332, 340]]",RNAfold
5s_Ralstonia-solanacearum-1,archiveII,"[[1, 114], [2, 113], [3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [9, 106], [15, 67], [16, 66], [17, 65], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [27, 55], [28, 54], [29, 53], [31, 49], [32, 48], [33, 47], [34, 44], [35, 43], [68, 103], [69, 102], [70, 101], [80, 91], [81, 90], [82, 89], [83, 88]]",RNAfold
5s_Pseudocentrotus-depressus-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [35, 42], [36, 41], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",RNAfold
tRNA_tdbR00000574-Leishmania_tarentolae-5689-Trp-CCA,archiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [29, 47], [30, 46], [31, 45], [32, 44], [33, 43], [34, 42], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",RNAfold
RNaseP_LGB21,archiveII,"[[6, 349], [7, 348], [8, 347], [10, 346], [11, 345], [12, 344], [13, 343], [14, 342], [23, 88], [24, 87], [25, 86], [27, 85], [28, 84], [31, 47], [32, 46], [33, 45], [34, 44], [35, 43], [36, 42], [37, 41], [48, 59], [49, 58], [50, 57], [51, 56], [89, 288], [90, 287], [91, 286], [92, 285], [93, 281], [94, 280], [95, 279], [96, 278], [97, 277], [98, 276], [100, 274], [101, 273], [102, 272], [103, 271], [104, 270], [105, 267], [106, 266], [107, 265], [108, 264], [110, 131], [111, 130], [112, 129], [113, 128], [114, 127], [115, 126], [116, 125], [117, 124], [118, 123], [132, 262], [133, 261], [134, 260], [135, 257], [136, 256], [137, 255], [138, 254], [139, 253], [140, 252], [141, 251], [145, 165], [146, 164], [147, 163], [148, 162], [149, 161], [150, 160], [151, 159], [167, 184], [168, 183], [169, 182], [170, 181], [171, 180], [172, 179], [173, 178], [189, 250], [190, 249], [191, 248], [192, 247], [193, 246], [195, 222], [196, 221], [197, 220], [198, 219], [206, 212], [207, 211], [223, 240], [224, 239], [225, 238], [226, 237], [227, 236], [228, 235], [229, 234], [292, 317], [293, 316], [294, 315], [295, 313], [296, 312], [297, 311], [298, 310], [318, 334], [319, 333], [320, 332], [321, 331], [322, 330], [323, 329], [324, 328]]",RNAfold
tmRNA_Myco.pneu._AE000035_1-384,archiveII,"[[1, 383], [2, 382], [3, 381], [4, 380], [5, 379], [6, 378], [7, 377], [14, 32], [15, 31], [16, 30], [17, 29], [18, 28], [19, 27], [20, 26], [21, 25], [33, 345], [34, 344], [35, 342], [36, 341], [37, 340], [38, 339], [39, 338], [40, 337], [41, 336], [42, 335], [43, 331], [44, 330], [45, 329], [46, 328], [47, 327], [48, 326], [49, 60], [50, 59], [51, 58], [52, 57], [72, 83], [73, 82], [74, 81], [93, 104], [94, 103], [95, 102], [105, 117], [106, 116], [107, 115], [108, 114], [118, 136], [119, 135], [120, 134], [121, 133], [122, 132], [137, 178], [138, 177], [139, 176], [141, 172], [142, 171], [143, 170], [144, 169], [145, 168], [149, 164], [150, 163], [151, 162], [153, 160], [154, 159], [179, 211], [180, 210], [181, 209], [182, 208], [183, 207], [184, 206], [185, 205], [186, 204], [187, 203], [188, 202], [189, 201], [190, 200], [191, 199], [215, 265], [216, 264], [217, 263], [218, 262], [219, 261], [220, 260], [221, 259], [222, 258], [223, 257], [227, 252], [228, 251], [229, 250], [230, 249], [231, 248], [232, 247], [233, 246], [234, 245], [236, 243], [268, 304], [269, 303], [270, 302], [271, 301], [272, 300], [273, 299], [274, 298], [275, 297], [276, 296], [277, 295], [282, 291], [283, 290], [284, 289], [348, 358], [349, 357], [350, 356], [360, 376], [361, 375], [362, 374], [363, 373], [364, 372]]",RNAfold
5s_Natronomonas-pharaonis-2,archiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [13, 65], [14, 64], [15, 62], [16, 61], [17, 60], [18, 59], [19, 58], [20, 57], [22, 55], [25, 51], [26, 50], [28, 48], [29, 47], [30, 46], [31, 45], [66, 111], [68, 109], [69, 108], [70, 107], [71, 106], [72, 105], [73, 104], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [84, 94], [86, 93], [87, 92]]",RNAfold
5s_E_glandulE,archiveII,"[[3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [24, 53], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [33, 42], [34, 41], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [78, 97], [79, 95], [80, 94], [81, 93], [82, 92], [83, 91], [84, 90]]",RNAfold
5s_Trichostrongylus-colubriformis-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 63], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [33, 42], [34, 41], [67, 82], [68, 81], [70, 79], [71, 78], [72, 77], [85, 92], [86, 91], [93, 109], [94, 108], [95, 107], [96, 106], [97, 105], [98, 104], [99, 103]]",RNAfold
srp_Coxi.burn._CP000733,archiveII,"[[1, 108], [2, 107], [3, 106], [4, 105], [5, 104], [6, 103], [7, 102], [8, 101], [9, 100], [10, 99], [11, 98], [12, 97], [13, 96], [14, 95], [15, 94], [18, 89], [19, 88], [20, 87], [21, 86], [22, 84], [23, 83], [25, 80], [26, 79], [27, 78], [30, 74], [31, 73], [32, 72], [33, 71], [34, 70], [35, 69], [41, 66], [42, 65], [43, 64], [49, 58], [50, 57], [51, 56]]",RNAfold
tRNA_tdbR00000416-Nicotiana_rustica-4093-Ser-CGA,archiveII,"[[1, 81], [2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [12, 35], [13, 34], [14, 33], [15, 32], [16, 31], [18, 28], [19, 27], [20, 26], [45, 55], [46, 54], [47, 53], [48, 52], [58, 74], [59, 73], [60, 72], [61, 71], [62, 70]]",RNAfold
tRNA_tdbR00000153-Mycoplasma_capricolum-2095-Ile-AU,archiveII,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [8, 22], [9, 21], [10, 20], [11, 19], [12, 18], [23, 49], [24, 48], [26, 46], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",RNAfold
5s_Sargassum-fulvellum-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 102], [73, 101], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",RNAfold
5s_Ephedra-kokanica-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 63], [17, 61], [18, 60], [19, 59], [20, 58], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [33, 42], [34, 41], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [72, 104], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [83, 93], [85, 92], [86, 91]]",RNAfold
srp_Stap.aure._BA000017,archiveII,"[[1, 97], [2, 96], [3, 95], [4, 94], [5, 93], [6, 92], [7, 91], [8, 90], [9, 86], [10, 85], [11, 84], [12, 83], [13, 82], [14, 81], [15, 79], [16, 78], [17, 76], [18, 75], [19, 74], [20, 73], [21, 72], [22, 71], [25, 66], [26, 65], [27, 64], [28, 63], [34, 59], [35, 58], [36, 57], [37, 56], [42, 51], [43, 50], [44, 49]]",RNAfold
5s_Euglena-gracilis-1,archiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [25, 52], [26, 51], [29, 48], [30, 47], [31, 46], [32, 45], [33, 44], [36, 41], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [75, 102], [76, 101], [78, 99], [79, 98], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",RNAfold
srp_Ferv.nodo._CP000771,archiveII,"[[6, 31], [7, 30], [8, 29], [9, 28], [14, 23], [15, 22], [16, 21]]",RNAfold
srp_Ashb.goss._AE016819,archiveII,"[[10, 20], [11, 19], [12, 18], [13, 17], [21, 373], [22, 372], [25, 369], [26, 368], [27, 367], [28, 366], [29, 365], [30, 364], [31, 363], [34, 90], [35, 89], [36, 88], [37, 87], [38, 86], [39, 81], [40, 80], [41, 79], [42, 78], [43, 77], [44, 76], [45, 75], [47, 71], [48, 70], [49, 69], [52, 66], [53, 65], [54, 63], [55, 62], [56, 61], [97, 118], [98, 117], [99, 116], [100, 115], [101, 114], [102, 113], [105, 111], [106, 110], [119, 359], [120, 358], [122, 356], [123, 355], [124, 354], [127, 353], [128, 352], [129, 351], [130, 350], [131, 349], [132, 348], [133, 347], [137, 342], [138, 341], [139, 340], [140, 339], [141, 338], [144, 327], [145, 326], [146, 325], [147, 324], [148, 323], [149, 322], [150, 321], [151, 320], [152, 319], [153, 318], [154, 317], [155, 313], [156, 312], [157, 311], [158, 310], [159, 309], [166, 308], [167, 307], [168, 306], [170, 303], [171, 302], [172, 301], [173, 300], [174, 299], [175, 298], [176, 297], [177, 296], [178, 295], [179, 294], [180, 293], [181, 225], [182, 224], [183, 223], [184, 222], [185, 220], [186, 219], [187, 218], [188, 217], [191, 215], [192, 214], [193, 213], [194, 212], [195, 211], [196, 210], [197, 209], [198, 208], [200, 207], [201, 206], [230, 248], [231, 247], [232, 246], [234, 245], [235, 244], [236, 243], [237, 242], [249, 292], [250, 291], [251, 290], [252, 289], [253, 288], [257, 286], [258, 285], [259, 284], [260, 283], [261, 282], [266, 277], [267, 276], [268, 275], [328, 337], [329, 336], [330, 335]]",RNAfold
5s_Acidithiobacillus-ferrooxidans-1,archiveII,"[[2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [28, 56], [29, 55], [30, 54], [32, 50], [33, 49], [34, 48], [35, 45], [36, 44], [69, 107], [70, 106], [71, 105], [73, 103], [74, 102], [79, 97], [80, 96], [82, 94], [83, 93], [84, 92], [85, 91], [86, 90]]",RNAfold
srp_Cyan.mero._AY286123,archiveII,"[[1, 81], [2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [8, 74], [11, 70], [12, 69], [13, 68], [14, 67], [15, 66], [16, 62], [17, 61], [18, 59], [19, 58], [20, 57], [21, 56], [22, 55], [23, 54], [27, 52], [28, 51], [29, 50], [30, 49], [34, 45], [35, 44], [36, 43], [37, 42]]",RNAfold
5s_Fusarium-asiaticum-1,archiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 70], [11, 69], [12, 68], [14, 66], [15, 65], [16, 64], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [29, 48], [30, 47], [31, 46], [32, 45], [83, 96], [84, 95], [85, 94], [86, 93], [87, 92], [97, 110], [98, 109], [99, 108], [100, 107]]",RNAfold
tRNA_tdbR00000418-Nicotiana_rustica-4093-Ser-IGA,archiveII,"[[1, 81], [2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [9, 27], [10, 26], [11, 25], [13, 23], [14, 22], [28, 42], [29, 41], [30, 40], [31, 39], [43, 57], [44, 56], [45, 55], [46, 54], [47, 53], [48, 52], [58, 74], [59, 73], [60, 72], [61, 71], [62, 70]]",RNAfold
tRNA_tdbR00000422-Rattus_norvegicus-10116-Ser-GCU,archiveII,"[[1, 81], [2, 80], [3, 79], [4, 78], [5, 77], [6, 76], [7, 75], [8, 73], [9, 72], [10, 71], [11, 61], [12, 60], [13, 59], [15, 57], [16, 56], [17, 55], [18, 53], [19, 52], [22, 49], [23, 48], [24, 46], [25, 45], [26, 44], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39]]",RNAfold
telomerase_AF221920.99-541,archiveII,"[[1, 247], [2, 246], [3, 245], [5, 243], [6, 242], [7, 241], [8, 240], [9, 239], [11, 238], [12, 237], [13, 236], [14, 234], [15, 233], [16, 232], [17, 231], [18, 230], [19, 209], [20, 208], [22, 206], [23, 205], [24, 204], [25, 203], [26, 202], [27, 201], [28, 200], [29, 199], [30, 198], [31, 196], [32, 195], [33, 194], [34, 192], [35, 191], [36, 190], [37, 189], [38, 65], [39, 64], [40, 63], [41, 62], [42, 61], [43, 60], [44, 59], [46, 58], [47, 57], [66, 147], [67, 146], [68, 145], [69, 144], [70, 142], [71, 141], [72, 140], [73, 139], [74, 138], [78, 134], [80, 133], [81, 132], [82, 131], [83, 130], [84, 129], [89, 128], [90, 127], [92, 126], [93, 125], [94, 124], [96, 122], [97, 121], [98, 120], [99, 119], [100, 118], [105, 113], [106, 112], [159, 187], [160, 186], [162, 184], [163, 183], [164, 182], [165, 181], [210, 225], [211, 224], [212, 223], [213, 222], [214, 221], [248, 312], [249, 311], [250, 310], [251, 309], [252, 308], [253, 307], [256, 304], [257, 301], [258, 300], [259, 299], [260, 298], [261, 297], [263, 296], [264, 295], [265, 294], [266, 293], [269, 289], [270, 288], [271, 287], [272, 285], [273, 284], [274, 283], [275, 282], [276, 281], [315, 440], [316, 439], [317, 438], [318, 437], [319, 434], [320, 433], [321, 432], [322, 431], [323, 430], [326, 429], [327, 428], [328, 427], [329, 426], [330, 425], [331, 424], [333, 385], [334, 384], [335, 383], [336, 382], [337, 381], [338, 380], [339, 379], [340, 378], [341, 377], [349, 376], [350, 375], [351, 374], [352, 373], [353, 372], [354, 371], [356, 368], [357, 367], [392, 421], [393, 420], [394, 419], [395, 418], [396, 417], [397, 416], [400, 413], [401, 412], [402, 411]]",RNAfold
16s_H.sapiens_domain4,archiveII,"[[1, 140], [2, 139], [3, 138], [7, 131], [8, 130], [10, 128], [13, 124], [14, 123], [15, 122], [16, 121], [18, 119], [19, 118], [22, 116], [23, 115], [24, 114], [25, 113], [26, 112], [27, 111], [28, 110], [29, 109], [30, 108], [31, 107], [33, 105], [34, 104], [35, 103], [38, 100], [39, 99], [40, 98], [41, 97], [43, 95], [44, 94], [48, 90], [49, 89], [50, 88], [51, 87], [52, 86], [53, 84], [54, 82], [55, 81], [56, 80], [57, 79], [58, 78], [59, 77], [60, 76], [61, 75], [62, 74], [63, 73], [64, 72], [65, 71], [141, 162], [142, 161], [143, 160], [144, 159], [145, 158], [146, 157], [147, 156], [148, 155], [149, 154]]",RNAfold
srp_Phyt.soja._GSP-67593,archiveII,"[[1, 26], [3, 24], [4, 23], [5, 22], [6, 21], [7, 20], [8, 19], [9, 18], [10, 17], [28, 45], [29, 44], [30, 43], [31, 42], [32, 41], [33, 40], [50, 303], [51, 302], [52, 301], [53, 300], [54, 299], [55, 298], [56, 297], [57, 296], [61, 292], [62, 291], [63, 290], [64, 289], [65, 288], [66, 287], [67, 286], [68, 285], [69, 284], [70, 283], [73, 277], [74, 276], [75, 275], [76, 274], [77, 273], [78, 272], [79, 271], [80, 270], [81, 269], [82, 268], [83, 267], [85, 265], [86, 264], [87, 263], [89, 262], [90, 261], [91, 260], [95, 259], [96, 258], [97, 257], [98, 256], [99, 255], [105, 252], [106, 251], [107, 250], [108, 249], [109, 248], [110, 247], [111, 246], [112, 242], [113, 241], [114, 240], [116, 239], [117, 238], [118, 237], [119, 236], [120, 235], [122, 232], [123, 231], [124, 230], [125, 229], [126, 228], [127, 227], [128, 226], [129, 225], [130, 224], [132, 169], [133, 168], [134, 167], [136, 165], [137, 164], [138, 163], [139, 162], [141, 160], [142, 159], [143, 158], [146, 157], [147, 156], [148, 155], [178, 222], [179, 221], [180, 220], [181, 219], [182, 218], [189, 213], [190, 212], [191, 211], [196, 206], [197, 205], [198, 204]]",RNAfold
tRNA_tdbR00000514-Scenedesmus_obliquus-3088-Ini-CAU,archiveII,"[[2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [13, 23], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",RNAfold
tRNA_tdbR00000356-Escherichia_coli-562-Arg-ICG,archiveII,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [8, 18], [9, 17], [10, 16], [11, 15], [23, 49], [24, 48], [26, 46], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",RNAfold
srp_Cory.effi._BA000035,archiveII,"[[5, 90], [6, 89], [7, 88], [8, 87], [9, 86], [10, 85], [11, 84], [12, 83], [13, 82], [14, 81], [15, 80], [16, 79], [18, 76], [19, 75], [20, 74], [25, 68], [26, 67], [27, 66], [28, 65], [29, 64], [35, 60], [36, 59], [37, 58], [43, 52], [44, 51], [45, 50]]",RNAfold
srp_Sulf.toko._BA000023,archiveII,"[[1, 306], [2, 305], [3, 304], [4, 303], [5, 302], [6, 301], [7, 300], [9, 298], [12, 27], [13, 26], [14, 25], [15, 24], [16, 23], [17, 22], [33, 62], [34, 61], [35, 60], [39, 56], [40, 55], [41, 54], [42, 53], [43, 52], [44, 51], [66, 297], [67, 296], [68, 295], [69, 294], [70, 293], [71, 292], [72, 291], [73, 290], [74, 289], [75, 288], [76, 287], [77, 286], [78, 285], [79, 284], [80, 283], [82, 282], [83, 281], [84, 280], [86, 277], [87, 276], [88, 275], [89, 274], [90, 273], [91, 272], [92, 271], [93, 270], [94, 269], [95, 268], [96, 267], [97, 261], [98, 260], [99, 259], [100, 258], [101, 257], [102, 256], [103, 255], [113, 248], [114, 247], [115, 246], [116, 245], [117, 244], [118, 243], [120, 238], [121, 237], [122, 236], [123, 235], [124, 234], [125, 233], [126, 232], [127, 231], [128, 229], [129, 228], [130, 227], [132, 226], [133, 225], [134, 224], [135, 223], [136, 176], [137, 175], [138, 174], [139, 173], [140, 172], [141, 171], [142, 170], [143, 168], [144, 167], [145, 166], [146, 165], [147, 164], [148, 163], [149, 162], [150, 161], [151, 160], [152, 159], [153, 158], [179, 221], [180, 220], [181, 219], [182, 218], [183, 217], [185, 215], [189, 214], [190, 213], [191, 212], [195, 209], [197, 207], [198, 206], [199, 205]]",RNAfold
srp_Lact.john._AE017198,archiveII,"[[2, 73], [3, 72], [4, 71], [5, 70], [6, 69], [7, 67], [8, 66], [9, 65], [10, 64], [11, 63], [12, 62], [13, 29], [14, 28], [15, 27], [16, 25], [33, 42], [34, 41], [35, 40], [43, 60], [44, 59], [45, 58], [46, 57], [47, 56], [48, 55]]",RNAfold
23s_S.aureus_domain3,archiveII,"[[2, 20], [3, 19], [4, 18], [5, 17], [6, 16], [7, 15], [23, 73], [24, 72], [25, 71], [26, 70], [27, 69], [28, 68], [29, 67], [30, 66], [31, 65], [40, 64], [41, 63], [42, 62], [43, 61], [44, 60], [45, 59], [49, 57], [50, 56], [74, 109], [75, 108], [76, 107], [77, 106], [81, 102], [82, 101], [83, 100], [85, 98], [87, 96], [88, 95], [89, 94], [111, 128], [112, 127], [113, 126], [114, 125], [115, 124], [131, 378], [132, 377], [133, 376], [134, 375], [135, 374], [136, 369], [137, 368], [140, 365], [141, 364], [142, 363], [143, 362], [144, 361], [145, 360], [146, 359], [150, 339], [151, 338], [153, 336], [154, 335], [156, 333], [157, 332], [158, 331], [160, 329], [161, 328], [162, 300], [163, 299], [164, 298], [165, 297], [166, 296], [169, 293], [170, 292], [173, 287], [174, 286], [175, 285], [176, 284], [177, 283], [179, 199], [180, 198], [181, 197], [182, 196], [183, 195], [184, 194], [185, 193], [186, 192], [187, 191], [200, 259], [201, 258], [202, 257], [204, 254], [205, 253], [206, 252], [207, 251], [208, 250], [211, 247], [212, 246], [213, 245], [214, 244], [215, 238], [216, 237], [217, 236], [218, 235], [219, 234], [220, 233], [221, 232], [223, 231], [224, 230], [263, 279], [264, 278], [265, 277], [266, 276], [267, 275], [268, 274], [269, 273], [302, 313], [303, 312], [304, 311], [343, 354], [344, 353], [345, 352]]",RNAfold
